Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint,LifeYearsLostUnit,LifeYearsLostTotal
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,20-24 years,20-24,39,1389759,2.806242,3,22,55.1913987984765,2152.46455314059
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,25-29 years,25-29,48,1451629,3.30663,3,27,50.5686570810089,2427.29553988843
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,30-34 years,30-34,48,1504074,3.191332,3,32,45.9927274726265,2207.65091868607
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,35-39 years,35-39,82,1657597,4.94692,3,37,41.4408819963671,3398.1523237021
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,40-44 years,40-44,89,1615172,5.510249,3,42,36.9334609258006,3287.07802239625
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,45-49 years,45-49,57,1435986,3.969398,3,47,32.4736866990161,1851.00014184392
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,50-54 years,50-54,26,1247656,2.083908,3,52,28.1587713717446,732.128055665358
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,55-59 years,55-59,5,952600,0.524879277766114,3,57,24.069470321073,120.347351605365
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,60-64 years,60-64,5,772982,0.646845592782238,3,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,2000,2000,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,18029,27.733096677575,3,42,40.8365263221732,204.182631610866
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,76592,6.52809692918321,3,32,50.2919366531769,251.459683265884
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,20-24 years,20-24,5,324008,1.54317177353646,3,22,59.9352050495816,299.676025247908
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,25-29 years,25-29,5,317080,1.57688911315756,3,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,30-34 years,30-34,5,314831,1.58815364433617,3,32,50.2919366531769,251.459683265884
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,35-39 years,35-39,20,337405,5.927594,3,37,45.5381516293446,910.763032586893
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,50-54 years,50-54,5,217403,2.29987626665685,3,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,65-69 years,65-69,5,111270,4.49357418890986,3,67,19.0472321072889,95.2361605364446
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,15-19 years,15-19,5,1367591,0.365606383779946,3,17,64.8199054204098,324.099527102049
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,20-24 years,20-24,5,1352193,0.369769700035424,3,22,59.9352050495816,299.676025247908
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,25-29 years,25-29,5,1365928,0.366051504910947,3,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,35-39 years,35-39,22,1610964,1.365642,3,37,45.5381516293446,1001.83933584558
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,50-54 years,50-54,5,1329847,0.375983101815472,3,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,55-59 years,55-59,5,1041502,0.480075890396754,3,57,27.2793120597075,136.396560298538
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,60-64 years,60-64,5,859240,0.581909594525395,3,62,23.0873624933524,115.436812466762
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,65-69 years,65-69,5,796767,0.627536029981161,3,67,19.0472321072889,95.2361605364446
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,70-74 years,70-74,5,797635,0.6268531345791,3,72,15.1930969969904,75.9654849849522
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,75-79 years,75-79,5,725530,0.689151378991909,3,77,11.6545398511616,58.2726992558082
Other and unspecified narcotics,T40.6,2000,2000,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,17137,29.1766353504114,3,42,36.9334609258006,184.667304629003
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,85685,5.83532707008228,3,27,50.5686570810089,252.843285405045
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,61521,8.12730612311243,3,42,36.9334609258006,184.667304629003
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,20-24 years,20-24,5,282242,1.77152939675881,3,22,55.1913987984765,275.956993992383
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,30-34 years,30-34,22,265231,8.294656,3,32,45.9927274726265,1011.84000439778
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,35-39 years,35-39,34,281728,12.068378,3,37,41.4408819963671,1408.98998787648
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,40-44 years,40-44,50,267991,18.657343,3,42,36.9334609258006,1846.67304629003
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,45-49 years,45-49,49,223495,21.924428,3,47,32.4736866990161,1591.21064825179
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,50-54 years,50-54,27,176464,15.300571,3,52,28.1587713717446,760.286827037103
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,60-64 years,60-64,5,102297,4.88772886790424,3,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,65-69 years,65-69,5,80442,6.2156584868601,3,67,16.6502815284512,83.251407642256
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,20-24 years,20-24,40,1415553,2.825751,3,22,55.1913987984765,2207.65595193906
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,25-29 years,25-29,53,1436674,3.689076,3,27,50.5686570810089,2680.13882529347
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,30-34 years,30-34,47,1492780,3.148488,3,32,45.9927274726265,2161.65819121345
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,35-39 years,35-39,75,1635469,4.585841,3,37,41.4408819963671,3108.06614972753
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,40-44 years,40-44,88,1628734,5.402969,3,42,36.9334609258006,3250.14456147045
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,45-49 years,45-49,57,1465610,3.889166,3,47,32.4736866990161,1851.00014184392
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,50-54 years,50-54,33,1294244,2.549751,3,52,28.1587713717446,929.23945526757
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,55-59 years,55-59,5,977242,0.511643994015812,3,57,24.069470321073,120.347351605365
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,60-64 years,60-64,5,776974,0.643522177061266,3,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,65-69 years,65-69,5,688569,0.726143639925701,3,67,16.6502815284512,83.251407642256
Other and unspecified narcotics,T40.6,2001,2001,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,19167,26.0865028434288,3,42,40.8365263221732,204.182631610866
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,15-19 years,15-19,5,337209,1.48275995006065,3,17,64.8199054204098,324.099527102049
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,25-29 years,25-29,5,309275,1.61668418074529,3,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,45-49 years,45-49,5,283213,1.76545568176602,3,47,36.1899978913884,180.949989456942
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,50-54 years,50-54,5,236809,2.11140623878315,3,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,55-59 years,55-59,5,166644,3.00040805549555,3,57,27.2793120597075,136.396560298538
Other and unspecified narcotics,T40.6,2001,2001,Female,F,Black or African American,2054-5,75-79 years,75-79,5,73599,6.79357056481746,3,77,11.6545398511616,58.2726992558082
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,15-19 years,15-19,5,1370500,0.364830353885443,3,17,64.8199054204098,324.099527102049
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,40-44 years,40-44,29,1645669,1.762201,3,42,40.8365263221732,1184.25926334302
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,45-49 years,45-49,24,1527483,1.571212,3,47,36.1899978913884,868.559949393322
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,50-54 years,50-54,5,1408944,0.354875708331914,3,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,60-64 years,60-64,5,879832,0.568290309968267,3,62,23.0873624933524,115.436812466762
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,75-79 years,75-79,5,721626,0.692879691141949,3,77,11.6545398511616,58.2726992558082
Other and unspecified narcotics,T40.6,2001,2001,Female,F,White,2106-3,80-84 years,80-84,5,536035,0.932774912085965,3,82,8.48967451031374,42.4483725515687
Other and unspecified narcotics,T40.6,2001,2001,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,22574,22.1493753876141,3,22,55.1913987984765,275.956993992383
Other and unspecified narcotics,T40.6,2001,2001,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,14982,33.3733813910025,3,47,32.4736866990161,162.36843349508
Other and unspecified narcotics,T40.6,2001,2001,Male,M,American Indian or Alaska Native,1002-5,60-64 years,60-64,5,5805,86.1326442721792,3,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,20-24 years,20-24,5,298462,1.67525514135803,3,22,55.1913987984765,275.956993992383
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,35-39 years,35-39,30,278934,10.755232,3,37,41.4408819963671,1243.22645989101
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,40-44 years,40-44,42,274920,15.277172,3,42,36.9334609258006,1551.20535888362
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,45-49 years,45-49,28,232593,12.038195,3,47,32.4736866990161,909.26322757245
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,50-54 years,50-54,33,192873,17.109704,3,52,28.1587713717446,929.23945526757
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,55-59 years,55-59,5,131541,3.80109623615451,3,57,24.069470321073,120.347351605365
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,60-64 years,60-64,5,104494,4.78496372997493,3,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,2001,2001,Male,M,Black or African American,2054-5,65-69 years,65-69,5,83587,5.98179142689653,3,67,16.6502815284512,83.251407642256
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,20-24 years,20-24,42,1470418,2.856331,3,22,55.1913987984765,2318.03874953601
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,25-29 years,25-29,50,1389526,3.598349,3,27,50.5686570810089,2528.43285405045
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,30-34 years,30-34,57,1497228,3.807035,3,32,45.9927274726265,2621.58546593971
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,35-39 years,35-39,77,1588092,4.848586,3,37,41.4408819963671,3190.94791372027
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,40-44 years,40-44,77,1648637,4.670525,3,42,36.9334609258006,2843.87649128664
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,45-49 years,45-49,56,1504471,3.722239,3,47,32.4736866990161,1818.5264551449
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,50-54 years,50-54,40,1370900,2.917791,3,52,28.1587713717446,1126.35085486978
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,60-64 years,60-64,5,797708,0.626795769880708,3,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,2001,2001,Male,M,White,2106-3,80-84 years,80-84,5,324084,1.54280988879426,3,82,7.30592113876811,36.5296056938406
Other and unspecified narcotics,T40.6,2002,2002,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,19817,25.2308623908765,3,37,45.5381516293446,227.690758146723
Other and unspecified narcotics,T40.6,2002,2002,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,17113,29.217553906387,3,47,36.1899978913884,180.949989456942
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,15-19 years,15-19,5,341212,1.46536464133735,3,17,64.8199054204098,324.099527102049
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,20-24 years,20-24,5,346791,1.44179058856775,3,22,59.9352050495816,299.676025247908
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,25-29 years,25-29,5,307189,1.62766244885071,3,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,30-34 years,30-34,5,320041,1.56229983033424,3,32,50.2919366531769,251.459683265884
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,35-39 years,35-39,5,329026,1.51963674603223,3,37,45.5381516293446,227.690758146723
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,50-54 years,50-54,5,245686,2.03511799614142,3,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,2002,2002,Female,F,Black or African American,2054-5,60-64 years,60-64,5,140487,3.55904816815791,3,62,23.0873624933524,115.436812466762
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,10-14 years,10-14,5,1373295,0.364087832548724,3,12,69.7648241327349,348.824120663675
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,15-19 years,15-19,5,1372888,0.364195768336529,3,17,64.8199054204098,324.099527102049
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,25-29 years,25-29,5,1315421,0.38010644500886,3,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,35-39 years,35-39,24,1512357,1.586927,3,37,45.5381516293446,1092.91563910427
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,40-44 years,40-44,33,1643330,2.008118,3,42,40.8365263221732,1347.60536863172
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,45-49 years,45-49,26,1561417,1.665154,3,47,36.1899978913884,940.939945176099
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,55-59 years,55-59,5,1163830,0.429616009210967,3,57,27.2793120597075,136.396560298538
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,60-64 years,60-64,5,910647,0.549060173700677,3,62,23.0873624933524,115.436812466762
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,65-69 years,65-69,5,788324,0.634256980632329,3,67,19.0472321072889,95.2361605364446
Other and unspecified narcotics,T40.6,2002,2002,Female,F,White,2106-3,75-79 years,75-79,5,716217,0.698112443575062,3,77,11.6545398511616,58.2726992558082
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,20461,24.4367332974928,3,67,16.6502815284512,83.251407642256
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,15-19 years,15-19,5,344364,1.45195200427455,3,17,59.906118084933,299.530590424665
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,20-24 years,20-24,5,307823,1.62431007429594,3,22,55.1913987984765,275.956993992383
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,25-29 years,25-29,5,254564,1.96414261246681,3,27,50.5686570810089,252.843285405045
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,35-39 years,35-39,36,273605,13.157654,3,37,41.4408819963671,1491.87175186922
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,40-44 years,40-44,33,277660,11.885039,3,42,36.9334609258006,1218.80421055142
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,45-49 years,45-49,33,242823,13.590146,3,47,32.4736866990161,1071.63166106753
Other and unspecified narcotics,T40.6,2002,2002,Male,M,Black or African American,2054-5,50-54 years,50-54,30,199496,15.037895,3,52,28.1587713717446,844.763141152337
